Interval=	0.005 s 
38.85	0.06244727
38.855	0.06364808
38.86	0.06482507
38.865	0.06598593
38.87	0.06712023
38.875	0.06824161
38.88	0.06934361
38.885	0.07042909
38.89	0.07151439
38.895	0.07259419
38.9	0.0736349
38.905	0.07467848
38.91	0.07571584
38.915	0.07673712
38.92	0.07775107
38.925	0.07874996
38.93	0.07953047
38.935	0.08002262
38.94	0.08041264
38.945	0.08059687
38.95	0.08064998
38.955	0.08012592
38.96	0.07947219
38.965	0.07878616
38.97	0.07809856
38.975	0.07740336
38.98	0.07676553
38.985	0.07616961
38.99	0.07564997
38.995	0.07515542
39	0.0746538
39.005	0.07414941
39.01	0.07364517
39.015	0.0731326
39.02	0.07259632
39.025	0.0720631
39.03	0.07148067
39.035	0.07087846
39.04	0.07027595
39.045	0.06966699
39.05	0.0690724
39.055	0.06847412
39.06	0.06787043
39.065	0.06726315
39.07	0.06664619
39.075	0.06602133
39.08	0.06538341
39.085	0.06476116
39.09	0.06413365
39.095	0.06345834
39.1	0.06274113
39.105	0.06203523
39.11	0.06127235
39.115	0.06046127
39.12	0.05964055
39.125	0.05879945
39.13	0.05794118
39.135	0.05721435
39.14	0.05669195
39.145	0.05603692
39.15	0.05549019
39.155	0.05498416
39.16	0.05490115
39.165	0.05488882
39.17	0.05489344
39.175	0.05486726
39.18	0.0548414
39.185	0.05462686
39.19	0.0542739
39.195	0.05368498
39.2	0.05301263
39.205	0.05233562
39.21	0.05164887
39.215	0.05094272
39.22	0.05024144
39.225	0.04954537
39.23	0.04883656
39.235	0.04814944
39.24	0.04746413
39.245	0.0467609
39.25	0.04604796
39.255	0.04532732
39.26	0.04459764
39.265	0.04385637
39.27	0.04311019
39.275	0.04235257
39.28	0.0415944
39.285	0.04083492
39.29	0.03999354
39.295	0.03914898
39.3	0.03832334
39.305	0.03750877
39.31	0.03665215
39.315	0.03583465
39.32	0.0350365
39.325	0.03421795
39.33	0.03338385
39.335	0.03253632
39.34	0.03166009
39.345	0.03070535
39.35	0.02993597
39.355	0.02918008
39.36	0.02846512
39.365	0.02771877
39.37	0.02697722
39.375	0.0262179
39.38	0.02548247
39.385	0.02472876
39.39	0.02417975
39.395	0.02377921
39.4	0.02363061
39.405	0.02356429
39.41	0.02349509
39.415	0.02342456
39.42	0.02336444
39.425	0.02326234
39.43	0.02316465
39.435	0.02308374
39.44	0.02301098
39.445	0.02294229
39.45	0.0229271
39.455	0.02291784
39.46	0.02289968
39.465	0.02287688
39.47	0.02285372
39.475	0.02280192
39.48	0.02275551
39.485	0.02268525
39.49	0.02257826
39.495	0.02252718
39.5	0.02240987
39.505	0.02228669
39.51	0.02216156
39.515	0.02205839
39.52	0.02193349
39.525	0.02179915
39.53	0.02169531
39.535	0.02159663
39.54	0.02149743
39.545	0.02140608
39.55	0.021354
39.555	0.02133957
39.56	0.02133306
39.565	0.02134645
39.57	0.02136731
39.575	0.0214003
39.58	0.02142704
39.585	0.02143371
39.59	0.02143572
39.595	0.02141679
39.6	0.02139651
39.605	0.02138709
39.61	0.02138331
39.615	0.02137964
39.62	0.0213797
39.625	0.02137992
39.63	0.0214028
39.635	0.0214216
39.64	0.0214085
39.645	0.02135318
39.65	0.02128446
39.655	0.02110673
39.66	0.02091288
39.665	0.02072177
39.67	0.02053722
39.675	0.0203496
39.68	0.02017368
39.685	0.01999451
39.69	0.01982883
39.695	0.01969137
39.7	0.01955888
39.705	0.01946696
39.71	0.01937516
39.715	0.01928195
39.72	0.01918746
39.725	0.0190686
39.73	0.01896226
39.735	0.0187877
39.74	0.01861969
39.745	0.01844881
39.75	0.01827638
39.755	0.01810918
39.76	0.01793663
39.765	0.01776082
39.77	0.01754421
39.775	0.01732804
39.78	0.01708457
39.785	0.01684298
39.79	0.01661633
39.795	0.01639698
39.8	0.01618951
39.805	0.01598014
39.81	0.01576426
39.815	0.01553492
39.82	0.01530499
39.825	0.01508019
39.83	0.01487163
39.835	0.0146816
39.84	0.01450496
39.845	0.01435062
39.85	0.01424157
39.855	0.01414346
39.86	0.01413842
39.865	0.01414763
39.87	0.01415987
39.875	0.01415706
39.88	0.01415646
39.885	0.01415811
39.89	0.01416774
39.895	0.01417495
39.9	0.01420135
39.905	0.01422772
39.91	0.01425595
39.915	0.01430741
39.92	0.0143769
39.925	0.01445678
39.93	0.01456424
39.935	0.0146592
39.94	0.01479783
39.945	0.01491756
39.95	0.01503497
39.955	0.01514089
39.96	0.01522814
39.965	0.01531603
39.97	0.01540106
39.975	0.01551019
39.98	0.01562735
39.985	0.01575974
39.99	0.01589742
39.995	0.01602446
40	0.01613596
40.005	0.01624977
40.01	0.01635844
40.015	0.01646933
40.02	0.01661194
40.025	0.0167532
40.03	0.01689018
40.035	0.01699607
40.04	0.01706463
40.045	0.01712202
40.05	0.01717847
40.055	0.0172335
40.06	0.01728711
40.065	0.01733086
40.07	0.01736798
40.075	0.01740144
40.08	0.01744897
40.085	0.01749586
40.09	0.01754126
40.095	0.01756774
40.1	0.01760495
40.105	0.01760243
40.11	0.01758977
40.115	0.01757564
40.12	0.01752795
40.125	0.0174636
40.13	0.01738527
40.135	0.01730649
40.14	0.01723011
40.145	0.01717304
40.15	0.01714342
40.155	0.01711601
40.16	0.0170942
40.165	0.01708163
40.17	0.01707982
40.175	0.01709303
40.18	0.01711391
40.185	0.0171115
40.19	0.0171146
40.195	0.01710926
40.2	0.01710847
40.205	0.01711183
40.21	0.01710788
40.215	0.01710783
40.22	0.01710433
40.225	0.0170649
40.23	0.01702938
40.235	0.01697737
40.24	0.01693418
40.245	0.01691675
40.25	0.01691563
40.255	0.01692246
40.26	0.01693432
40.265	0.01695654
40.27	0.01698241
40.275	0.01702115
40.28	0.01709931
40.285	0.01715885
40.29	0.01726709
40.295	0.01738603
40.3	0.01756454
40.305	0.01777861
40.31	0.01800912
40.315	0.01826798
40.32	0.01861794
40.325	0.01898422
40.33	0.01936015
40.335	0.01972858
40.34	0.02009969
40.345	0.02046825
40.35	0.02083352
40.355	0.02119105
40.36	0.02156236
40.365	0.02193982
40.37	0.02236837
40.375	0.02277351
40.38	0.02315385
40.385	0.02351256
40.39	0.02388037
40.395	0.02426774
40.4	0.02492157
40.405	0.02555979
40.41	0.02628496
40.415	0.02699719
40.42	0.02770712
40.425	0.02840061
40.43	0.02910234
40.435	0.02978173
40.44	0.0304458
40.445	0.03111418
40.45	0.03179601
40.455	0.032447
40.46	0.0330887
40.465	0.0337207
40.47	0.03434521
40.475	0.03495762
40.48	0.03562196
40.485	0.03624635
40.49	0.03686502
40.495	0.03743508
40.5	0.03799747
40.505	0.03851064
40.51	0.03899792
40.515	0.03950725
40.52	0.03999916
40.525	0.04039879
40.53	0.04079417
40.535	0.04118017
40.54	0.04157003
40.545	0.0419495
40.55	0.04232404
40.555	0.04267111
40.56	0.04301293
40.565	0.0434035
40.57	0.04380253
40.575	0.04414714
40.58	0.04456137
40.585	0.04497735
40.59	0.04544618
40.595	0.04590545
40.6	0.04633787
40.605	0.04649745
40.61	0.04672857
40.615	0.04685205
40.62	0.04705485
40.625	0.0472807
40.63	0.04752309
40.635	0.04777869
40.64	0.04811831
40.645	0.0484625
40.65	0.04878982
40.655	0.0490967
40.66	0.04942474
40.665	0.04979189
40.67	0.05015776
40.675	0.05051396
40.68	0.05088217
40.685	0.05115266
40.69	0.05144198
40.695	0.05175709
40.7	0.05208978
40.705	0.05241632
40.71	0.05281975
40.715	0.05320078
40.72	0.05353624
40.725	0.05386415
40.73	0.05422454
40.735	0.05460043
40.74	0.05496949
40.745	0.05532643
40.75	0.05568537
40.755	0.05604118
40.76	0.0564034
40.765	0.05674395
40.77	0.05698484
40.775	0.05719725
40.78	0.05741914
40.785	0.05753633
40.79	0.05765282
40.795	0.05769013
40.8	0.0577401
40.805	0.05778418
40.81	0.05791803
40.815	0.0579361
40.82	0.05800525
40.825	0.05793971
40.83	0.05781163
40.835	0.05765489
40.84	0.05744007
40.845	0.05708623
40.85	0.05672391
40.855	0.05636054
40.86	0.05597331
40.865	0.05555166
40.87	0.05503617
40.875	0.05450347
40.88	0.05395799
40.885	0.05337924
40.89	0.05284139
40.895	0.05226822
40.9	0.05163325
40.905	0.05096899
40.91	0.05030361
40.915	0.049489
40.92	0.0486775
40.925	0.04788101
40.93	0.0470729
40.935	0.0462453
40.94	0.04534972
40.945	0.04444231
40.95	0.04352231
40.955	0.04258178
40.96	0.04164236
40.965	0.0406861
40.97	0.03973842
40.975	0.03883877
40.98	0.0379312
40.985	0.0370152
40.99	0.03615775
40.995	0.03528091
41	0.03444115
41.005	0.03354548
41.01	0.03265001
41.015	0.03174361
41.02	0.03091762
41.025	0.03001794
41.03	0.02922571
41.035	0.02848687
41.04	0.02775535
41.045	0.02708122
41.05	0.02653108
41.055	0.02599493
41.06	0.02544541
41.065	0.02492925
41.07	0.02448306
41.075	0.02421035
41.08	0.02395257
41.085	0.02374255
41.09	0.02359394
41.095	0.02345881
41.1	0.02342144
41.105	0.02344692
41.11	0.02350528
41.115	0.02351547
41.12	0.02367877
41.125	0.02385325
41.13	0.02400659
41.135	0.02419863
41.14	0.02440505
41.145	0.02468513
41.15	0.02496347
41.155	0.02529804
41.16	0.02561673
41.165	0.02587453
41.17	0.02612297
41.175	0.02633944
41.18	0.02655799
41.185	0.02680547
41.19	0.02708751
41.195	0.02737058
41.2	0.02767136
41.205	0.02796891
41.21	0.02827707
41.215	0.02857187
41.22	0.02887203
41.225	0.02916856
41.23	0.02949709
41.235	0.02982469
41.24	0.03015058
41.245	0.03047487
41.25	0.03079632
41.255	0.03112031
41.26	0.03141166
41.265	0.03170672
41.27	0.03199381
41.275	0.03221297
41.28	0.03232613
41.285	0.03244074
41.29	0.03253484
41.295	0.03259858
41.3	0.03264634
41.305	0.03261048
41.31	0.03257232
41.315	0.03252696
41.32	0.03250538
41.325	0.03249969
41.33	0.03248339
41.335	0.03247718
41.34	0.03242307
41.345	0.03235352
41.35	0.03224662
41.355	0.03213496
41.36	0.03194297
41.365	0.03175719
41.37	0.0315812
41.375	0.03141675
41.38	0.03126452
41.385	0.03111302
41.39	0.03092621
41.395	0.03065907
41.4	0.03037784
41.405	0.03004551
41.41	0.02971357
41.415	0.02938577
41.42	0.02905757
41.425	0.02872253
41.43	0.02838369
41.435	0.02803266
41.44	0.0276731
41.445	0.02729117
41.45	0.02690307
41.455	0.02650433
41.46	0.02609652
41.465	0.0256982
41.47	0.02529241
41.475	0.02488823
41.48	0.02451737
41.485	0.02421231
41.49	0.02390021
41.495	0.02355371
41.5	0.02319608
41.505	0.02283392
41.51	0.02253323
41.515	0.02223531
41.52	0.0219441
41.525	0.02165525
41.53	0.02131286
41.535	0.02097148
41.54	0.02064131
41.545	0.02034404
41.55	0.02006655
41.555	0.01981717
41.56	0.01956836
41.565	0.01935828
41.57	0.01914917
41.575	0.0189604
41.58	0.01874585
41.585	0.01852898
41.59	0.01831318
41.595	0.01813664
41.6	0.01802781
41.605	0.0179423
41.61	0.01790159
41.615	0.01786404
41.62	0.01782288
41.625	0.01778462
41.63	0.01775814
41.635	0.0177302
41.64	0.01770656
41.645	0.01767991
41.65	0.01767146
41.655	0.01766388
41.66	0.01766229
41.665	0.01767053
41.67	0.01767903
41.675	0.01769966
41.68	0.0177115
41.685	0.01772688
41.69	0.01774452
41.695	0.01777113
41.7	0.01781958
41.705	0.01788557
41.71	0.01796111
41.715	0.01800165
41.72	0.01803319
41.725	0.0180629
41.73	0.01809169
41.735	0.01815245
41.74	0.01825053
41.745	0.01830224
41.75	0.01835452
41.755	0.01838117
41.76	0.01841442
41.765	0.01845086
41.77	0.01849772
41.775	0.01853447
41.78	0.01855362
41.785	0.01857228
41.79	0.01859041
41.795	0.0186059
41.8	0.01859702
41.805	0.01859063
41.81	0.01856399
41.815	0.01853783
41.82	0.01850573
41.825	0.01846674
41.83	0.01842002
41.835	0.0183607
41.84	0.01831553
41.845	0.01827444
41.85	0.01824027
41.855	0.01820929
41.86	0.01817767
41.865	0.01814458
41.87	0.01810324
41.875	0.01806307
41.88	0.01800264
41.885	0.01794687
41.89	0.01789131
41.895	0.0178277
41.9	0.0177492
41.905	0.01768371
41.91	0.01762317
41.915	0.0175684
41.92	0.01753833
41.925	0.01750868
41.93	0.01746306
41.935	0.01739496
41.94	0.01729135
41.945	0.01711135
41.95	0.0169579
41.955	0.01680188
41.96	0.01665402
41.965	0.01649221
41.97	0.01632594
41.975	0.01616146
41.98	0.01600184
41.985	0.01584868
41.99	0.01570584
41.995	0.01556207
42	0.01540903
42.005	0.01526535
42.01	0.01511859
42.015	0.01498173
42.02	0.01484287
42.025	0.01471262
42.03	0.01458962
42.035	0.01447273
42.04	0.01435471
42.045	0.01420302
42.05	0.01404888
42.055	0.01389116
42.06	0.01371857
42.065	0.01354526
42.07	0.01337074
42.075	0.01318651
42.08	0.01299985
42.085	0.01281724
42.09	0.01263219
42.095	0.01244562
42.1	0.01225947
42.105	0.01209548
42.11	0.01194511
42.115	0.01180302
42.12	0.01166578
42.125	0.01152575
42.13	0.01138464
42.135	0.01125994
42.14	0.01115709
42.145	0.01110083
42.15	0.01110431
42.155	0.0111001
42.16	0.01109966
42.165	0.01110441
42.17	0.01111463
42.175	0.01112376
42.18	0.01113537
42.185	0.01114973
42.19	0.01116458
42.195	0.01117581
42.2	0.0111876
42.205	0.01121816
42.21	0.0112505
42.215	0.01129094
42.22	0.0113325
42.225	0.01137387
42.23	0.01140002
42.235	0.01143358
42.24	0.01146601
42.245	0.0115121
42.25	0.01157882
42.255	0.01163594
42.26	0.01169913
42.265	0.01177073
42.27	0.01184247
42.275	0.01192144
42.28	0.01200977
42.285	0.01209693
42.29	0.01218975
42.295	0.01228072
42.3	0.01236676
42.305	0.01246365
42.31	0.01253652
42.315	0.01259247
42.32	0.01262926
42.325	0.01262453
42.33	0.01261837
42.335	0.0126464
42.34	0.0126817
42.345	0.01274638
42.35	0.0128288
42.355	0.01290902
42.36	0.01299261
42.365	0.01307252
42.37	0.01315831
42.375	0.0132497
42.38	0.01334027
42.385	0.01343041
42.39	0.01352226
42.395	0.01361276
42.4	0.013702
42.405	0.01379599
42.41	0.01387681
42.415	0.01396567
42.42	0.01404541
42.425	0.01412411
42.43	0.01420279
42.435	0.01428673
42.44	0.01435277
42.445	0.01441852
42.45	0.01446994
42.455	0.01452112
42.46	0.01458549
42.465	0.01465913
42.47	0.01473605
42.475	0.01484189
42.48	0.01494157
42.485	0.01504118
42.49	0.01514078
42.495	0.01523878
42.5	0.01533681
42.505	0.01546472
42.51	0.01560825
42.515	0.01575493
42.52	0.01589267
42.525	0.01604132
42.53	0.01622178
42.535	0.01640128
42.54	0.01653039
42.545	0.01664681
42.55	0.01671644
42.555	0.01676104
42.56	0.0168056
42.565	0.01685227
42.57	0.01689865
42.575	0.01695171
42.58	0.01700711
42.585	0.0170627
42.59	0.01712127
42.595	0.01717081
42.6	0.0172418
42.605	0.01734965
42.61	0.01745749
42.615	0.01767704
42.62	0.01788721
42.625	0.01811461
42.63	0.01834029
42.635	0.01856289
42.64	0.01880272
42.645	0.01904917
42.65	0.01930327
42.655	0.01957824
42.66	0.01985189
42.665	0.02011406
42.67	0.02034574
42.675	0.02057726
42.68	0.02076071
42.685	0.02095604
42.69	0.02116796
42.695	0.02140827
42.7	0.02164825
42.705	0.02191007
42.71	0.02213276
42.715	0.02232035
42.72	0.02253299
42.725	0.02280096
42.73	0.0230665
42.735	0.02331126
42.74	0.02355189
42.745	0.02387511
42.75	0.02421499
42.755	0.02457248
42.76	0.02493155
42.765	0.02529186
42.77	0.02566066
42.775	0.02608411
42.78	0.02650049
42.785	0.02692998
42.79	0.02738717
42.795	0.02783367
42.8	0.02830593
42.805	0.02875038
42.81	0.02918379
42.815	0.02960363
42.82	0.02993325
42.825	0.03026983
42.83	0.03061608
42.835	0.03095784
42.84	0.03129599
42.845	0.03162599
42.85	0.03203412
42.855	0.03243189
42.86	0.03288869
42.865	0.03340556
42.87	0.03398425
42.875	0.0345775
42.88	0.0351555
42.885	0.03574064
42.89	0.03630969
42.895	0.03684779
42.9	0.03738197
42.905	0.03790643
42.91	0.03843983
42.915	0.03905428
42.92	0.0396639
42.925	0.04029934
42.93	0.04087283
42.935	0.04149234
42.94	0.04210803
42.945	0.04271613
42.95	0.04326542
42.955	0.04380506
42.96	0.0443408
42.965	0.04486684
42.97	0.04539393
42.975	0.04589788
42.98	0.04635091
42.985	0.04681458
42.99	0.04726926
42.995	0.04767996
43	0.04808842
43.005	0.04845904
43.01	0.04882901
43.015	0.04916418
43.02	0.04949835
43.025	0.04981632
43.03	0.05012008
43.035	0.05039238
43.04	0.05066579
43.045	0.05093934
43.05	0.05119669
43.055	0.05134864
43.06	0.05149492
43.065	0.05153903
43.07	0.05149797
43.075	0.05136999
43.08	0.05123945
43.085	0.05110947
43.09	0.05097809
43.095	0.05083914
43.1	0.05071757
43.105	0.05055188
43.11	0.05038665
43.115	0.05016536
43.12	0.04982074
43.125	0.04947889
43.13	0.04904522
43.135	0.04863946
43.14	0.04812793
43.145	0.04761024
43.15	0.04708574
43.155	0.04655138
43.16	0.04599736
43.165	0.04541837
43.17	0.04483374
43.175	0.0442268
43.18	0.04362086
43.185	0.04299853
43.19	0.04231394
43.195	0.04158002
43.2	0.04085905
43.205	0.04012635
43.21	0.03940116
43.215	0.03867144
43.22	0.03795572
43.225	0.03722789
43.23	0.03652
43.235	0.03580858
43.24	0.03510325
43.245	0.03437579
43.25	0.03362781
43.255	0.03288008
43.26	0.03220323
43.265	0.03152696
43.27	0.03092442
43.275	0.03037413
43.28	0.02987918
43.285	0.02934639
43.29	0.02881106
43.295	0.02827256
43.3	0.027743
43.305	0.02717109
43.31	0.02664175
43.315	0.02610186
43.32	0.02561399
43.325	0.02523559
43.33	0.02485403
43.335	0.02456528
43.34	0.02421851
43.345	0.02397529
43.35	0.0237314
43.355	0.023504
43.36	0.02329583
43.365	0.02309895
43.37	0.02294689
43.375	0.02279005
43.38	0.02263736
43.385	0.02248097
43.39	0.02236234
43.395	0.02233284
43.4	0.02236259
43.405	0.0224364
43.41	0.0225654
43.415	0.02269681
43.42	0.02280788
43.425	0.02293357
43.43	0.0230637
43.435	0.02319523
43.44	0.02333852
43.445	0.02346961
43.45	0.0236189
43.455	0.02379218
43.46	0.0239573
43.465	0.02411231
43.47	0.02425242
43.475	0.02451203
43.48	0.02480822
43.485	0.02528583
43.49	0.02575505
43.495	0.02620279
43.5	0.02661931
43.505	0.02701046
43.51	0.02740704
43.515	0.02779277
43.52	0.02817455
43.525	0.02855068
43.53	0.02893694
43.535	0.02930716
43.54	0.0296737
43.545	0.03005788
43.55	0.03043812
43.555	0.03081184
43.56	0.03115433
43.565	0.03152191
43.57	0.03187532
43.575	0.03219421
43.58	0.03252024
43.585	0.03285739
43.59	0.03319692
43.595	0.03354876
43.6	0.03386017
43.605	0.03416262
43.61	0.03439731
43.615	0.0345576
43.62	0.03471292
43.625	0.03487381
43.63	0.0350165
43.635	0.03516116
43.64	0.03530807
43.645	0.0354475
43.65	0.03559921
43.655	0.03574087
43.66	0.03586974
43.665	0.03602611
43.67	0.03618285
43.675	0.03634748
43.68	0.03636997
43.685	0.03635233
43.69	0.03608732
43.695	0.03584325
43.7	0.03560191
43.705	0.03537456
43.71	0.03515329
43.715	0.03493356
43.72	0.0347153
43.725	0.0344925
43.73	0.0342687
43.735	0.03401585
43.74	0.03376656
43.745	0.03351241
43.75	0.0332576
43.755	0.03299841
43.76	0.03273873
43.765	0.03250039
43.77	0.03222441
43.775	0.03195875
43.78	0.03171889
43.785	0.03146327
43.79	0.03116753
43.795	0.03086155
43.8	0.0305209
43.805	0.03019955
43.81	0.02988161
43.815	0.02959588
43.82	0.0293402
43.825	0.02908361
43.83	0.02882504
43.835	0.0285726
43.84	0.02830524
43.845	0.02804118
43.85	0.0277599
43.855	0.02746506
43.86	0.02716003
43.865	0.02683159
43.87	0.02643243
43.875	0.02602954
43.88	0.02560186
43.885	0.02523209
43.89	0.02488216
43.895	0.02470757
43.9	0.0245009
43.905	0.02429182
43.91	0.02406698
43.915	0.02384148
43.92	0.02361326
43.925	0.02338299
43.93	0.02315812
43.935	0.02293328
43.94	0.02273274
43.945	0.02252625
43.95	0.02233618
43.955	0.02214469
43.96	0.02195536
43.965	0.02176065
43.97	0.02153793
43.975	0.02132562
43.98	0.02110527
43.985	0.02083919
43.99	0.0205801
43.995	0.02035826
44	0.02013936
44.005	0.01994256
44.01	0.01973505
44.015	0.01950569
44.02	0.01927759
44.025	0.01905528
44.03	0.0188316
44.035	0.01860509
44.04	0.0183786
44.045	0.01815019
44.05	0.01788448
44.055	0.01761922
44.06	0.01735864
44.065	0.01710333
44.07	0.01686464
44.075	0.01668981
44.08	0.01650953
44.085	0.01633877
44.09	0.01622369
44.095	0.0161024
44.1	0.01598011
44.105	0.01588238
44.11	0.01578532
44.115	0.01569847
44.12	0.0156112
44.125	0.01552135
44.13	0.01543262
44.135	0.01532632
44.14	0.015214
44.145	0.01509221
44.15	0.01497636
44.155	0.0148202
44.16	0.0146718
44.165	0.01451577
44.17	0.01437098
44.175	0.01423135
44.18	0.01410042
44.185	0.01397288
44.19	0.01388147
44.195	0.01379286
44.2	0.01369385
44.205	0.01358457
44.21	0.01346518
44.215	0.01334408
44.22	0.01324281
44.225	0.01314123
44.23	0.01304459
44.235	0.01294899
44.24	0.01285115
44.245	0.01275426
44.25	0.01266359
44.255	0.01260605
44.26	0.01258268
44.265	0.01257324
44.27	0.0125964
44.275	0.01267041
44.28	0.01270675
44.285	0.01274507
44.29	0.01278727
44.295	0.01278195
44.3	0.01278664
44.305	0.01279773
44.31	0.01281595
44.315	0.01283507
44.32	0.01287305
44.325	0.01290957
44.33	0.01294778
44.335	0.0129812
44.34	0.01302649
44.345	0.01308342
44.35	0.01314846
44.355	0.01320973
44.36	0.0132941
44.365	0.01337296
44.37	0.0134585
44.375	0.01352551
44.38	0.01360091
44.385	0.01368315
44.39	0.01376553
44.395	0.01384865
44.4	0.01393161
44.405	0.01402113
44.41	0.01411985
44.415	0.01422502
44.42	0.01433538
44.425	0.01444056
44.43	0.01454405
44.435	0.01465276
44.44	0.01478036
44.445	0.01493061
44.45	0.01507493
44.455	0.01526271
44.46	0.01545573
44.465	0.01561972
44.47	0.01575943
44.475	0.01585299
44.48	0.01587977
44.485	0.01592697
44.49	0.01598286
44.495	0.01604077
44.5	0.0161165
44.505	0.01619098
44.51	0.01626182
44.515	0.01631865
44.52	0.01637494
44.525	0.01640156
44.53	0.01642576
44.535	0.01645091
44.54	0.01648334
44.545	0.01652636
44.55	0.01655544
44.555	0.0165879
44.56	0.01664574
44.565	0.01669602
44.57	0.01673356
44.575	0.01676513
44.58	0.01680197
44.585	0.01683969
44.59	0.01687595
44.595	0.01691218
44.6	0.0169458
44.605	0.01699879
44.61	0.01704716
44.615	0.01710313
44.62	0.01717548
44.625	0.01725079
44.63	0.01732654
44.635	0.01740281
44.64	0.0174668
44.645	0.01749492
44.65	0.01748635
44.655	0.01748568
44.66	0.01741906
44.665	0.01732838
44.67	0.01725667
44.675	0.01722302
44.68	0.0172161
44.685	0.01724077
44.69	0.01725427
44.695	0.01725237
44.7	0.01725003
44.705	0.01725013
44.71	0.01724958
44.715	0.01724933
44.72	0.01725707
44.725	0.01726647
44.73	0.01729069
44.735	0.01731791
44.74	0.01734383
44.745	0.0173591
44.75	0.0173511
44.755	0.01735183
44.76	0.01733244
44.765	0.01728096
44.77	0.01723037
44.775	0.01718918
44.78	0.01715155
44.785	0.0171164
44.79	0.01708006
44.795	0.01705263
44.8	0.01702781
44.805	0.01699677
44.81	0.01691586
44.815	0.01687208
44.82	0.01680498
44.825	0.01672479
44.83	0.01663759
44.835	0.01655262
44.84	0.01647377
44.845	0.0164294
44.85	0.01640879
44.855	0.01641459
44.86	0.01641011
44.865	0.0164285
44.87	0.01650989
44.875	0.01657812
44.88	0.01658813
44.885	0.01661713
44.89	0.01664955
44.895	0.01669092
44.9	0.01674745
44.905	0.01683023
44.91	0.01691535
44.915	0.01703428
44.92	0.01715448
44.925	0.01727156
44.93	0.01738468
44.935	0.01750471
44.94	0.01763751
44.945	0.01776994
44.95	0.01790725
44.955	0.01805517
44.96	0.01822998
44.965	0.01841713
44.97	0.01859907
44.975	0.01878537
44.98	0.01898857
44.985	0.01919747
44.99	0.01941846
44.995	0.01965218
45	0.01987342
45.005	0.02009505
45.01	0.0203794
45.015	0.02068872
45.02	0.02093698
45.025	0.02119283
45.03	0.02143154
45.035	0.02168088
45.04	0.0219381
45.045	0.02218317
45.05	0.02238664
45.055	0.02273303
45.06	0.02311114
45.065	0.02359488
45.07	0.0241106
45.075	0.02455953
45.08	0.02501413
45.085	0.02549489
45.09	0.0259315
45.095	0.02641569
45.1	0.0269796
45.105	0.02753005
45.11	0.0280714
45.115	0.0286072
45.12	0.02909388
45.125	0.02960463
45.13	0.03015345
45.135	0.03070557
45.14	0.03128643
45.145	0.0318494
45.15	0.03241608
45.155	0.03297488
45.16	0.03355692
45.165	0.03412054
45.17	0.03483126
45.175	0.03555679
45.18	0.03635679
45.185	0.03718445
45.19	0.03799357
45.195	0.03877768
45.2	0.03958304
45.205	0.04036935
45.21	0.04117676
45.215	0.04191137
45.22	0.0426604
45.225	0.04352275
45.23	0.04436903
45.235	0.04520215
45.24	0.04601078
45.245	0.04683358
45.25	0.04765663
45.255	0.04850574
45.26	0.04920382
45.265	0.04984979
45.27	0.05038688
45.275	0.0508862
45.28	0.05138581
45.285	0.05187002
45.29	0.05234203
45.295	0.0528217
45.3	0.0532393
45.305	0.05357528
45.31	0.05391636
45.315	0.05424841
45.32	0.05457504
45.325	0.05491128
45.33	0.0552094
45.335	0.05546534
45.34	0.05571205
45.345	0.0559068
45.35	0.05611732
45.355	0.05631751
45.36	0.05651793
45.365	0.05668709
45.37	0.05683948
45.375	0.05681836
45.38	0.05676834
45.385	0.05660296
45.39	0.05635914
45.395	0.05610698
45.4	0.05585277
45.405	0.05553803
45.41	0.05522486
45.415	0.05485027
45.42	0.05449691
45.425	0.05412723
45.43	0.05357867
45.435	0.05304448
45.44	0.05251313
45.445	0.05197959
45.45	0.0513883
45.455	0.05081253
45.46	0.05018876
45.465	0.0496239
45.47	0.04908627
45.475	0.04859365
45.48	0.04810984
45.485	0.04762873
45.49	0.04717158
45.495	0.04670188
45.5	0.04622144
45.505	0.04578282
45.51	0.04536326
45.515	0.0449171
45.52	0.04443885
45.525	0.04394662
45.53	0.0434505
45.535	0.04297902
45.54	0.04251105
45.545	0.0420325
45.55	0.04158425
45.555	0.04107887
45.56	0.04056135
45.565	0.04002934
45.57	0.03949465
45.575	0.03896506
45.58	0.03851464
45.585	0.03807995
45.59	0.03772405
45.595	0.03742874
45.6	0.03713676
45.605	0.0368378
45.61	0.0365666
45.615	0.03629214
45.62	0.0360583
45.625	0.03581568
45.63	0.03550846
45.635	0.03532829
45.64	0.03508411
45.645	0.03481969
45.65	0.03455491
45.655	0.03430205
45.66	0.03393071
45.665	0.03354076
45.67	0.03314838
45.675	0.03274099
45.68	0.03233867
45.685	0.03193619
45.69	0.03152465
45.695	0.03106067
45.7	0.0306129
45.705	0.03017337
45.71	0.02969052
45.715	0.0292266
45.72	0.0288063
45.725	0.02842612
45.73	0.02806014
45.735	0.02767788
45.74	0.0272927
45.745	0.02692522
45.75	0.02658547
45.755	0.02624511
45.76	0.02598362
45.765	0.02573342
45.77	0.02548764
45.775	0.02526726
45.78	0.02505228
45.785	0.0249769
45.79	0.02493693
45.795	0.02490409
45.8	0.02493431
45.805	0.02498923
45.81	0.02505988
45.815	0.02515588
45.82	0.02525378
45.825	0.02535661
45.83	0.0254627
45.835	0.02563037
45.84	0.02582912
45.845	0.02610277
45.85	0.02640272
